N,P,K,temperature,ph,rainfall,label
80,60,40,6.5,1300.0,25.0,Rice
34,65,47,23.48546973,6.833768535,191.7760562,papaya
90,55,50,7.5,600.0,20.0,Wheat
35,60,25,6.5,700.0,30.0,Tur
107,72,45,28.14938935,5.790768046,91.40508414,banana
28,145,202,19.2077707,6.484323189,66.83113717,grapes
65,40,40,7.0,900.0,35.0,Jowar
109,31,27,23.05951896,6.973839707,164.4971875,coffee
140,70,45,6.5,500.0,25.0,Maize
110,40,60,6.0,800.0,15.0,Wheat
130,75,120,7.0,1400.0,20.0,Sugarcane
49,54,50,25.62446619,6.762522087,97.26336657,papaya
140,70,90,6.5,700.0,30.0,Sugarcane
30,60,25,6.5,700.0,30.0,Tur
20,72,19,32.47648301,7.397190844,65.820457,blackgram
105,55,40,6.5,600.0,20.0,Wheat
110,45,45,6.5,900.0,20.0,Wheat
30,35,40,7.5,800.0,30.0,Jowar
9,56,17,26.13708256,6.261937875,46.48280681,lentil
17,73,18,19.50112224,5.632353113,197.3752649,pigeonpeas
125,70,55,6.5,600.0,25.0,Maize
78,42,42,20.13017482,7.628472891,262.7173405,rice
95,40,55,7.5,1300.0,25.0,Rice
140,50,60,7.0,1000.0,35.0,Cotton
130,45,60,6.0,1000.0,35.0,Cotton
45,30,30,7.0,600.0,35.0,Jowar
25,40,40,6.0,800.0,25.0,Groundnut
65,55,40,6.5,800.0,15.0,Wheat
60,30,35,7.5,500.0,30.0,Jowar
10,24,27,27.57283516,5.708409601,145.9298935,coconut
31,20,30,32.17752026,6.207495815,91.88766069,mango
115,60,50,7.0,800.0,25.0,Cotton
36,26,26,30.17294105,6.814630246,95.23444287,mango
40,25,25,6.5,600.0,30.0,Tur
25,60,30,7.0,700.0,30.0,Groundnut
100,40,50,7.0,1400.0,30.0,Rice
40,40,60,5.5,900.0,20.0,Ginger
100,70,50,7.0,700.0,25.0,Wheat
90,60,140,6.0,700.0,25.0,Grapes
40,60,70,6.0,1000.0,35.0,Ginger
85,45,125,6.5,800.0,25.0,Grapes
25,30,25,5.5,700.0,25.0,Groundnut
44,47,45,38.73218907,6.579441304,218.142147,papaya
100,60,60,6.0,800.0,20.0,Wheat
34,11,10,31.75048899,7.36220835,115.1989301,orange
130,65,70,7.0,1000.0,30.0,Sugarcane
25,50,30,7.0,700.0,35.0,Gram
135,55,75,6.5,1000.0,35.0,Cotton
140,75,120,6.5,1000.0,35.0,Sugarcane
18,12,35,26.13958446,6.338720873,131.3387935,coconut
29,78,25,19.95991719,5.982854523,195.787103,pigeonpeas
76,57,18,18.9802729,6.092725883,94.26249353,maize
140,75,145,7.0,1000.0,25.0,Sugarcane
140,60,145,7.5,1500.0,25.0,Sugarcane
58,75,25,25.25596239,7.261791753,68.64685069,blackgram
140,60,125,6.5,1000.0,35.0,Sugarcane
8,23,38,19.30106297,7.005410734,105.4766591,pomegranate
110,50,45,7.0,900.0,20.0,Wheat
140,60,65,6.5,1200.0,25.0,Sugarcane
60,60,45,7.0,500.0,25.0,Wheat
20,40,40,6.0,800.0,25.0,Groundnut
55,60,40,5.5,1000.0,30.0,Turmeric
150,65,135,7.0,1100.0,35.0,Sugarcane
120,80,90,7.0,800.0,25.0,Sugarcane
20,7,9,29.47741671,7.129136941,111.1727497,orange
120,75,65,7.5,1000.0,35.0,Cotton
90,50,45,7.0,500.0,15.0,Wheat
60,25,30,7.0,400.0,25.0,Jowar
125,75,60,6.0,700.0,30.0,Maize
108,22,47,28.53545677,6.161123579,25.1290048,muskmelon
131,60,17,25.32023717,7.425041316,83.46532547,cotton
125,65,60,6.0,600.0,25.0,Maize
58,79,17,27.24766491,7.04174124,62.31842057,blackgram
85,55,60,7.0,500.0,15.0,Wheat
90,50,45,7.0,1400.0,30.0,Rice
52,71,16,27.74274761,7.075886472,71.78615328,blackgram
40,144,196,22.71750705,5.987262638,107.0289866,apple
60,55,45,7.0,500.0,25.0,Wheat
17,18,43,24.4880844,5.843005428,103.1969341,pomegranate
55,40,70,6.0,900.0,30.0,Ginger
20,25,30,6.5,600.0,30.0,Jowar
25,40,25,7.0,1000.0,20.0,Urad
119,19,55,25.18780042,6.818261383,46.87420883,watermelon
140,70,150,6.0,900.0,30.0,Sugarcane
123,44,21,25.78544484,7.641116569,91.39578861,cotton
23,57,19,32.83963757,7.251000789,73.40452716,blackgram
31,29,35,27.1872282,6.137102505,141.3220576,coconut
140,80,95,6.5,700.0,20.0,Sugarcane
115,80,45,7.5,900.0,30.0,Cotton
1,27,36,23.98598756,5.684995235,104.991282,pomegranate
87,44,43,23.87484465,6.718725189,177.5147313,jute
40,25,20,7.5,600.0,30.0,Jowar
110,70,45,7.0,900.0,20.0,Wheat
83,58,23,19.74213321,6.381201909,65.50861389,maize
30,20,50,5.5,1500.0,20.0,Turmeric
120,55,75,6.5,1000.0,35.0,Cotton
38,120,197,17.5438296,6.323722572,73.77063744,grapes
145,70,85,6.5,700.0,25.0,Sugarcane
9,51,19,27.04453473,5.49091063,48.25207759,mothbeans
90,55,100,7.0,1400.0,20.0,Sugarcane
109,79,45,27.66752761,6.490074429,108.66464,banana
120,60,45,7.0,1200.0,35.0,Rice
105,60,60,6.0,1000.0,35.0,Cotton
100,75,50,7.5,1000.0,25.0,Wheat
25,30,25,7.0,700.0,25.0,Jowar
25,30,15,6.0,700.0,20.0,Tur
130,70,135,6.0,1000.0,25.0,Sugarcane
114,20,26,25.55656667,7.27905689,193.5866233,coffee
26,52,23,29.98835437,4.931890506,52.92929636,mothbeans
80,55,60,6.0,800.0,25.0,Jowar
145,60,140,7.0,1100.0,25.0,Sugarcane
20,35,40,7.5,800.0,30.0,Jowar
110,40,75,6.5,1000.0,35.0,Cotton
60,35,20,6.5,600.0,30.0,Moong
70,40,35,7.0,900.0,35.0,Jowar
40,25,35,6.5,600.0,25.0,Jowar
60,50,45,7.0,500.0,25.0,Wheat
80,40,135,7.5,800.0,20.0,Grapes
18,20,26,31.66524687,5.435840509,89.98024312,mango
120,80,125,7.0,900.0,20.0,Sugarcane
118,44,23,22.08458267,6.691690476,67.06459777,cotton
100,60,100,7.5,1200.0,20.0,Sugarcane
105,60,40,7.5,900.0,20.0,Wheat
145,80,120,6.5,1000.0,25.0,Sugarcane
24,42,23,28.22471276,6.428054409,44.01206619,mungbean
70,55,60,6.0,700.0,25.0,Wheat
150,75,135,6.5,1300.0,35.0,Sugarcane
30,40,25,6.0,800.0,25.0,Gram
110,70,60,8.5,600.0,20.0,Cotton
65,45,40,6.5,600.0,20.0,Wheat
80,60,125,7.0,700.0,30.0,Grapes
32,70,20,20.89342749,6.208843215,195.5697875,pigeonpeas
70,60,55,6.0,500.0,15.0,Wheat
81,25,49,29.86895762,6.076459669,26.26243014,muskmelon
36,80,21,33.64769646,7.066087261,100.4673278,pigeonpeas
135,60,135,6.0,1000.0,25.0,Sugarcane
145,75,145,7.0,1000.0,25.0,Sugarcane
25,20,35,6.0,1000.0,30.0,Rice
75,30,25,6.0,500.0,25.0,Moong
100,50,60,6.0,500.0,15.0,Wheat
29,22,40,23.62600218,6.145104401,107.6836871,pomegranate
120,75,135,6.0,1000.0,35.0,Sugarcane
100,55,75,6.5,1000.0,35.0,Cotton
11,10,45,22.63045168,6.397995609,109.0357597,pomegranate
57,60,84,19.1034283,6.586777189,75.49101167,chickpea
55,35,35,6.5,800.0,30.0,Jowar
50,30,20,6.5,600.0,35.0,Jowar
150,80,90,7.0,800.0,25.0,Sugarcane
100,60,45,6.5,1000.0,25.0,Wheat
80,35,30,6.5,600.0,30.0,Moong
135,70,90,6.5,700.0,30.0,Sugarcane
30,50,40,7.0,600.0,25.0,Groundnut
10,136,204,21.19852186,6.276198595,105.8554351,apple
70,40,50,7.5,600.0,20.0,Wheat
110,60,40,6.0,800.0,25.0,Cotton
135,90,150,6.0,900.0,30.0,Sugarcane
120,65,50,6.0,500.0,20.0,Maize
86,31,35,27.01207284,6.485761419,191.4508931,coffee
105,60,40,6.0,800.0,25.0,Cotton
21,137,196,23.6119202,5.812781806,123.5900822,apple
110,50,55,6.5,900.0,30.0,Cotton
120,70,150,6.5,1300.0,35.0,Sugarcane
2,39,15,28.07219563,6.478557136,49.61865305,mungbean
60,40,30,7.5,600.0,30.0,Jowar
70,60,50,7.5,600.0,20.0,Wheat
15,6,41,19.0087067,6.897368477,108.6793978,pomegranate
40,136,202,22.85267372,5.935336308,117.5314026,apple
120,65,125,6.5,1000.0,25.0,Sugarcane
1,62,23,15.43546065,5.607808432,139.0302034,kidneybeans
150,65,70,7.0,1000.0,30.0,Sugarcane
80,35,25,7.0,500.0,30.0,Urad
100,60,65,7.5,800.0,25.0,Cotton
32,130,196,40.66012294,6.372959542,74.03030056,grapes
106,20,51,29.73019662,6.342573112,20.49035619,muskmelon
100,80,45,7.0,700.0,25.0,Wheat
120,70,145,6.5,1000.0,20.0,Sugarcane
65,50,50,7.0,800.0,25.0,Jowar
111,5,55,26.283443,6.520663422,50.78669728,watermelon
45,25,20,7.0,500.0,30.0,Moong
14,25,40,20.07386547,6.407872061,103.7084055,pomegranate
105,70,45,7.0,900.0,20.0,Wheat
150,85,135,6.5,900.0,20.0,Sugarcane
125,39,21,25.03149561,7.954629324,95.0191318,cotton
115,50,40,6.5,700.0,15.0,Wheat
57,58,77,18.72649425,7.978996755,81.20176515,chickpea
45,20,25,6.0,600.0,20.0,Masoor
105,60,45,6.5,900.0,30.0,Cotton
106,14,45,24.47018505,6.417011754,57.26773002,watermelon
140,80,65,8.5,1200.0,30.0,Sugarcane
110,55,50,7.5,1000.0,25.0,Wheat
22,79,17,21.42451099,5.912289889,116.5206923,kidneybeans
20,129,201,23.41044706,5.587905967,116.0777931,apple
17,136,195,41.20733624,6.389783283,65.90227462,grapes
120,65,140,7.5,1500.0,35.0,Sugarcane
110,55,40,6.5,600.0,20.0,Wheat
110,65,55,6.5,800.0,25.0,Cotton
40,35,35,7.5,800.0,25.0,Jowar
120,65,70,7.5,500.0,15.0,Cotton
145,60,150,6.0,900.0,30.0,Sugarcane
58,67,45,38.72382798,6.702424548,62.62377075,papaya
135,75,150,7.0,1100.0,25.0,Sugarcane
27,10,33,27.81132822,6.465906333,154.0621221,coconut
120,70,135,6.0,1000.0,25.0,Sugarcane
135,75,145,6.5,1300.0,25.0,Sugarcane
120,19,49,25.79448878,6.762471629,56.45229202,watermelon
145,60,60,6.5,1000.0,20.0,Sugarcane
42,79,85,17.22385224,6.129533877,76.57580954,chickpea
20,62,18,29.36358721,7.366542647,61.91208707,blackgram
140,65,135,6.0,1000.0,35.0,Sugarcane
20,30,25,7.5,600.0,30.0,Groundnut
135,80,120,7.5,1200.0,30.0,Sugarcane
120,50,40,6.5,1500.0,35.0,Rice
76,54,45,24.29496635,6.176618831,184.9800516,jute
111,88,55,29.44795403,5.505393833,96.45042585,banana
100,70,60,6.0,500.0,15.0,Wheat
35,55,22,30.88883074,8.634929739,55.51932414,mothbeans
129,60,22,24.58453146,5.947448589,71.94608134,cotton
13,144,204,30.7280404,6.092241627,68.38135469,grapes
90,50,40,6.5,600.0,20.0,Wheat
101,11,51,25.50736962,6.792035575,44.2068997,watermelon
72,42,43,26.56767277,6.352771037,181.2915605,jute
130,75,95,7.0,800.0,20.0,Sugarcane
89,45,36,21.32504158,6.442475375,185.4974732,rice
150,65,90,6.5,700.0,20.0,Sugarcane
65,60,60,6.0,800.0,25.0,Jowar
102,49,21,24.69315538,6.253343655,89.799462,cotton
95,55,45,7.0,700.0,25.0,Wheat
38,138,204,25.11108456,6.325480034,73.01026829,grapes
70,60,50,7.5,600.0,30.0,Wheat
100,55,45,7.0,1000.0,25.0,Rice
31,30,29,26.58580443,5.558807063,178.8116076,coconut
105,60,50,7.5,1100.0,30.0,Rice
65,60,45,7.0,900.0,20.0,Wheat
115,65,50,7.0,500.0,15.0,Wheat
120,65,50,7.0,1000.0,35.0,Cotton
25,76,24,15.33042636,5.56503533,135.3315583,kidneybeans
50,25,30,7.0,500.0,30.0,Moong
105,95,50,27.33368994,5.849076099,101.0494791,banana
9,66,21,30.11812084,5.719889876,157.0858232,pigeonpeas
120,60,150,6.0,900.0,30.0,Sugarcane
39,37,25,33.33024826,6.953246506,98.28583013,mango
110,55,60,6.0,700.0,25.0,Wheat
30,35,30,6.5,900.0,20.0,Urad
70,55,60,6.0,800.0,25.0,Jowar
125,65,125,7.0,1100.0,25.0,Sugarcane
55,35,20,6.0,600.0,30.0,Tur
120,25,55,6.0,700.0,30.0,Cotton
50,50,65,6.0,900.0,30.0,Ginger
110,60,50,7.5,600.0,20.0,Wheat
7,126,203,16.76201707,5.662140095,73.28712806,grapes
30,45,25,6.5,700.0,30.0,Tur
20,45,17,28.17458662,6.770955317,37.2464655,mungbean
135,80,140,6.5,900.0,20.0,Sugarcane
40,50,70,6.5,900.0,30.0,Ginger
115,60,60,6.0,1000.0,35.0,Cotton
29,71,18,22.17499963,6.410441476,53.46622584,lentil
95,60,60,7.5,800.0,15.0,Wheat
65,40,30,7.0,700.0,35.0,Moong
150,60,150,7.5,1200.0,20.0,Sugarcane
70,45,60,6.0,800.0,25.0,Jowar
120,60,60,6.0,1000.0,35.0,Cotton
120,80,135,6.5,900.0,30.0,Sugarcane
120,60,40,6.0,500.0,20.0,Maize
100,30,50,6.0,700.0,35.0,Cotton
70,45,60,6.0,500.0,15.0,Wheat
75,40,45,6.5,900.0,30.0,Jowar
140,55,70,7.0,900.0,30.0,Cotton
40,45,25,6.5,800.0,20.0,Gram
98,26,49,27.29035669,6.130160473,23.49535234,muskmelon
30,40,30,7.0,700.0,15.0,Gram
49,55,53,38.4418717,6.544029776,77.71566883,papaya
150,55,50,6.0,800.0,25.0,Cotton
105,55,55,7.5,800.0,15.0,Wheat
35,20,30,6.0,700.0,25.0,Rice
85,60,60,7.5,800.0,15.0,Wheat
110,55,50,7.5,900.0,15.0,Wheat
3,141,197,21.98141856,6.142803397,115.4789148,apple
45,47,55,38.4191628,6.751452932,119.2653877,papaya
22,11,29,28.03380598,5.955742971,218.0055713,coconut
82,25,51,24.31334971,6.074209622,48.11248366,watermelon
13,61,24,18.29783597,7.629910253,49.39111479,lentil
110,40,50,6.0,800.0,25.0,Cotton
20,40,30,6.0,800.0,25.0,Groundnut
125,70,120,6.5,1000.0,25.0,Sugarcane
109,29,28,23.26316991,6.724688503,194.1755471,coffee
70,60,40,6.5,500.0,15.0,Wheat
105,80,55,6.0,500.0,15.0,Wheat
65,55,55,7.0,700.0,25.0,Wheat
22,37,20,27.62749466,6.605733068,39.26137642,mungbean
105,80,80,8.0,500.0,30.0,Cotton
125,70,125,7.0,900.0,20.0,Sugarcane
65,55,55,7.5,900.0,30.0,Jowar
81,6,55,24.88910524,6.110142735,51.70699144,watermelon
130,70,150,6.0,900.0,30.0,Sugarcane
135,70,85,6.5,700.0,25.0,Sugarcane
12,20,10,24.45132792,6.528354932,109.4711098,orange
22,56,17,29.87888063,6.89077995,44.75215854,mungbean
145,60,60,5.5,500.0,30.0,Maize
60,25,25,6.5,500.0,30.0,Jowar
100,55,140,6.0,700.0,30.0,Grapes
110,45,50,7.0,1000.0,25.0,Rice
80,60,45,7.0,900.0,20.0,Wheat
70,40,50,7.0,600.0,20.0,Wheat
29,44,20,30.04132304,8.620107545,31.83192392,mothbeans
20,35,20,6.0,500.0,25.0,Groundnut
75,35,30,7.0,500.0,25.0,Urad
100,50,55,6.5,900.0,30.0,Cotton
85,50,50,7.0,1200.0,35.0,Rice
24,30,11,32.39523995,6.601395755,113.25373,orange
44,63,15,26.42333018,7.338929556,63.46546487,blackgram
135,65,140,7.5,1500.0,35.0,Sugarcane
150,50,75,7.5,1000.0,35.0,Cotton
150,80,40,6.5,500.0,20.0,Maize
130,80,120,7.5,1200.0,30.0,Sugarcane
30,45,35,6.0,800.0,30.0,Groundnut
120,70,50,7.0,700.0,30.0,Maize
2,38,18,27.53632932,6.619891498,45.48591922,mungbean
42,79,23,27.71678273,6.781841984,68.56507978,blackgram
80,71,47,27.50527651,6.156373499,105.0776992,banana
66,58,35,23.5643831,7.321619041,185.25947,jute
125,80,135,6.5,900.0,30.0,Sugarcane
100,60,55,6.5,900.0,35.0,Rice
13,57,25,28.30041493,6.86308576,50.47333854,mungbean
18,36,23,24.01825377,7.214078621,35.03404425,mothbeans
4,46,15,31.01274943,3.504752314,63.77192383,mothbeans
50,30,25,7.0,500.0,30.0,Jowar
80,60,60,7.5,800.0,15.0,Wheat
110,75,60,6.0,700.0,25.0,Wheat
37,23,28,25.61294367,5.740054567,224.3206759,coconut
125,60,145,7.0,1000.0,35.0,Sugarcane
14,75,24,24.54757829,6.436160044,118.3606557,pigeonpeas
150,90,135,6.5,900.0,30.0,Sugarcane
9,29,34,29.38471637,5.72742254,100.8124659,mango
135,75,40,6.5,600.0,25.0,Maize
80,40,45,6.5,700.0,25.0,Wheat
140,40,70,6.0,900.0,30.0,Cotton
60,30,25,6.5,700.0,25.0,Tur
135,60,55,5.5,600.0,20.0,Maize
97,59,43,26.35927159,6.286500176,271.3586137,rice
150,80,75,8.5,1000.0,20.0,Sugarcane
135,80,150,6.0,900.0,30.0,Sugarcane
60,25,30,6.0,500.0,25.0,Groundnut
116,52,19,22.94276687,6.114525877,67.08022574,cotton
145,70,40,6.5,700.0,30.0,Maize
30,45,30,6.0,800.0,15.0,Gram
113,21,33,26.02241444,7.277422738,176.9020924,coffee
150,70,40,6.5,700.0,30.0,Maize
115,30,45,6.5,800.0,35.0,Cotton
59,70,84,17.3348681,7.550808267,82.61734721,chickpea
120,70,100,6.5,700.0,20.0,Sugarcane
115,55,50,6.0,800.0,40.0,Rice
25,30,35,7.0,700.0,25.0,Jowar
95,45,45,6.5,600.0,20.0,Wheat
87,38,29,25.20406808,6.652642579,156.1457255,coffee
22,60,85,18.8392908,7.811997977,94.78189594,chickpea
100,75,60,6.0,900.0,30.0,Cotton
60,50,50,7.0,800.0,25.0,Jowar
100,55,55,7.5,800.0,15.0,Wheat
16,51,21,31.01963639,3.532008668,32.81296548,mothbeans
50,20,20,6.0,400.0,25.0,Jowar
25,25,30,6.5,600.0,30.0,Jowar
110,60,60,7.0,900.0,30.0,Cotton
63,44,41,24.17298839,5.583370042,257.0343554,rice
135,80,120,6.5,1000.0,25.0,Sugarcane
110,80,40,6.5,800.0,15.0,Wheat
135,70,95,7.0,800.0,25.0,Sugarcane
80,45,135,7.5,800.0,30.0,Grapes
140,60,85,7.0,800.0,30.0,Sugarcane
100,55,55,7.5,900.0,30.0,Cotton
45,30,15,6.5,600.0,25.0,Gram
80,30,20,6.0,500.0,25.0,Moong
75,45,60,6.0,600.0,20.0,Wheat
150,75,80,8.0,1200.0,20.0,Sugarcane
30,127,204,22.50050273,6.126436584,100.9343903,apple
120,40,55,7.5,1300.0,25.0,Rice
120,65,60,6.0,500.0,25.0,Maize
55,30,20,6.0,300.0,20.0,Soybean
110,50,50,7.0,1200.0,35.0,Rice
26,11,11,13.70319166,7.609348255,106.2944879,orange
140,60,100,6.5,700.0,30.0,Sugarcane
7,56,23,26.33908791,5.545219232,55.50429227,mothbeans
40,20,25,6.5,600.0,35.0,Jowar
130,65,80,7.0,800.0,20.0,Sugarcane
90,14,52,24.84740848,6.391858432,59.67927244,watermelon
100,40,35,27.56441788,6.955787351,177.816092,coffee
140,60,60,6.5,1000.0,20.0,Sugarcane
130,80,70,8.5,1100.0,35.0,Sugarcane
70,45,55,7.5,700.0,25.0,Wheat
100,45,45,6.5,600.0,20.0,Wheat
80,50,60,6.0,700.0,25.0,Wheat
69,60,54,36.32268069,6.98992719,141.1736926,papaya
135,65,45,6.0,600.0,25.0,Maize
75,60,60,6.0,800.0,25.0,Jowar
145,75,60,7.0,500.0,30.0,Maize
80,50,125,7.0,700.0,25.0,Grapes
90,40,60,6.0,900.0,20.0,Wheat
135,65,125,6.5,1000.0,25.0,Sugarcane
40,73,20,21.59343016,5.811314232,61.13872036,kidneybeans
0,17,42,23.20242586,6.859840821,109.0946323,pomegranate
39,42,20,29.3499706,8.055908858,40.82840673,mothbeans
94,91,51,29.16093424,5.618094446,109.575944,banana
55,50,60,6.5,1000.0,25.0,Ginger
31,51,25,27.53592929,7.196774236,53.01899249,mungbean
80,18,31,24.02952505,7.303033217,134.6803969,coffee
120,65,150,6.0,900.0,20.0,Sugarcane
100,50,115,6.5,1300.0,35.0,Sugarcane
120,75,140,6.5,1000.0,30.0,Sugarcane
150,70,60,6.0,500.0,20.0,Maize
18,58,16,21.47607807,4.962661422,180.382234,pigeonpeas
140,70,120,6.5,1000.0,25.0,Sugarcane
60,50,40,5.5,900.0,20.0,Turmeric
35,66,81,19.37101121,6.138243973,85.24819851,chickpea
140,60,130,6.5,1000.0,30.0,Sugarcane
105,55,60,6.0,700.0,25.0,Wheat
60,45,50,7.0,500.0,15.0,Wheat
145,70,135,6.0,1000.0,25.0,Sugarcane
98,8,51,26.1793464,6.25933595,49.43050977,watermelon
31,37,21,27.23924995,6.713410626,37.31236904,mungbean
135,65,45,6.5,600.0,25.0,Maize
116,28,34,23.44372334,6.42321105,122.2103248,coffee
145,40,50,6.0,800.0,25.0,Cotton
60,50,45,7.0,500.0,15.0,Wheat
120,70,130,7.5,1200.0,30.0,Sugarcane
30,20,25,6.0,600.0,25.0,Tur
80,60,50,7.5,900.0,30.0,Jowar
120,50,40,6.5,700.0,15.0,Wheat
19,51,25,26.80474415,3.5253661,43.87801983,mothbeans
90,55,55,7.0,700.0,25.0,Wheat
100,45,55,6.5,900.0,30.0,Cotton
110,60,55,6.5,900.0,30.0,Cotton
109,12,48,29.45771748,6.708743843,20.76212031,muskmelon
140,65,125,6.5,1000.0,25.0,Sugarcane
115,45,55,7.5,1000.0,25.0,Wheat
85,60,110,7.5,1200.0,30.0,Sugarcane
80,40,45,6.5,900.0,30.0,Jowar
95,50,120,6.5,800.0,30.0,Grapes
44,77,21,32.63918668,7.326980454,61.83876146,blackgram
60,40,50,7.5,600.0,20.0,Wheat
5,18,14,33.1056981,7.434118807,119.1709113,orange
130,60,140,7.0,1100.0,25.0,Sugarcane
20,30,25,5.5,700.0,25.0,Groundnut
37,36,27,27.5529736,5.910634533,90.40332704,mango
117,56,15,25.99237426,7.368258226,89.1188212,cotton
75,60,45,7.0,900.0,20.0,Wheat
110,25,50,6.5,800.0,30.0,Cotton
136,36,24,22.74446976,7.59781958,90.07326633,cotton
120,80,65,6.5,1000.0,35.0,Cotton
95,55,115,7.0,1100.0,35.0,Sugarcane
120,40,75,6.5,1000.0,35.0,Cotton
145,65,55,7.5,700.0,30.0,Maize
115,40,45,6.5,1000.0,25.0,Wheat
30,40,25,6.5,700.0,30.0,Tur
145,65,135,6.0,1000.0,35.0,Sugarcane
145,70,60,6.5,500.0,20.0,Maize
120,50,55,7.5,1100.0,30.0,Rice
78,58,15,25.00933355,6.528631266,62.91359494,maize
145,70,130,7.0,900.0,30.0,Sugarcane
9,8,15,14.34320488,7.994465371,110.2223123,orange
73,45,37,23.70467146,6.742688094,181.2783964,jute
110,65,45,6.5,600.0,20.0,Wheat
120,80,65,8.5,500.0,30.0,Cotton
107,31,31,23.17124551,6.766184468,153.1201644,coffee
31,53,16,28.7420098,6.452006451,48.54598575,mungbean
150,65,130,7.0,1400.0,20.0,Sugarcane
120,75,55,7.5,800.0,15.0,Wheat
50,30,25,7.5,600.0,35.0,Moong
5,15,38,18.26233221,5.709380472,108.0756727,pomegranate
6,13,29,27.31155708,5.832608028,201.8258633,coconut
40,25,10,6.0,600.0,20.0,Gram
100,75,70,8.5,600.0,25.0,Cotton
115,65,55,6.5,800.0,25.0,Cotton
65,40,55,7.5,1000.0,25.0,Wheat
130,60,55,5.5,600.0,20.0,Maize
32,141,204,8.825674745,5.536645599,67.235765,grapes
100,75,40,7.0,800.0,25.0,Cotton
135,75,125,7.0,900.0,30.0,Sugarcane
55,30,35,7.5,500.0,30.0,Jowar
30,50,20,7.0,800.0,35.0,Gram
25,25,35,6.5,800.0,30.0,Rice
23,70,15,34.6008247,7.403623355,60.41790253,blackgram
110,65,60,6.0,900.0,30.0,Cotton
111,5,47,28.03306461,6.274452811,21.17924769,muskmelon
125,80,125,7.0,900.0,20.0,Sugarcane
45,50,70,6.5,900.0,30.0,Ginger
140,60,75,6.5,1000.0,35.0,Sugarcane
75,60,60,7.5,800.0,15.0,Wheat
135,80,90,7.0,800.0,25.0,Sugarcane
130,70,55,7.5,600.0,25.0,Maize
130,45,65,7.5,800.0,25.0,Cotton
25,35,25,6.0,800.0,30.0,Groundnut
99,50,15,18.14710054,5.573286437,88.07753741,maize
20,40,25,6.0,800.0,25.0,Gram
77,36,23,24.71417533,6.648725327,88.45361858,maize
102,25,50,28.20480805,6.099662369,20.36001144,muskmelon
55,45,75,6.5,1000.0,35.0,Ginger
140,90,145,6.0,900.0,20.0,Sugarcane
120,60,130,6.5,1000.0,30.0,Sugarcane
